path,subject_id,session_id,sentence_id,gender,is_control,transcript_roman,transcript
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF00\CF00_S1_H18_M2.wav,CF00,S1,H18,F,True,joo shaayada aapanei deikhaa naa hoo,जो शायद आपने देखा ना हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF00\CF00_S1_H19_M2.wav,CF00,S1,H19,F,True,main bhuula hii gayaa thaa isa baata koo,मैं भूला ही गया था इस बात को
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF00\CF00_S1_H20_M2.wav,CF00,S1,H20,F,True,magara vaha bhii nahiin huaa,मगर वह भी नहीं हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF00\CF00_S1_H21_M2.wav,CF00,S1,H21,F,True,dara kaa artha hootaa hai bhaya,दर का अर्थ होता है भय
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF00\CF00_S1_H22_M2.wav,CF00,S1,H22,F,True,eika baara phira sei aabhaara,एक बार फिर से आभार
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF00\CF00_S1_H23_M2.wav,CF00,S1,H23,F,True,naa jaanei kitanei looga isei padhtei hai,ना जाने कितने लोग इसे पढ़ते है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF00\CF00_S1_H24_M2.wav,CF00,S1,H24,F,True,abhii main shaanta hii huuna,अभी मैं शांत ही हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF00\CF00_S1_H25_M2.wav,CF00,S1,H25,F,True,svaagata kei liyei dhanyavaada,स्वागत के लिए धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF00\CF00_S1_H26_M2.wav,CF00,S1,H26,F,True,aapa apanaa yaha achchhaa kaarya jaarii rakhein,आप अपना यह अच्छा कार्य जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF00\CF00_S1_H27_M2.wav,CF00,S1,H27,F,True,main bhaarata mein rahataa huuna,मैं भारत में रहता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF00\CF00_S1_H28_M2.wav,CF00,S1,H28,F,True,kahaa jaataa hai ki unhoonnei kabhii jiivana mein jhuutha kaa sahaaraa nahiin liyaa,कहा जाता है कि उन्होंने कभी जीवन में झूठ का सहारा नहीं लिया
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF00\CF00_S1_H29_M2.wav,CF00,S1,H29,F,True,aapakaa sandeisha paakara achchhaa lagaa,आपका संदेश पाकर अच्छा लगा
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF00\CF00_S1_H30_M2.wav,CF00,S1,H30,F,True,jaldii sei jaldii kuchha kiijiei,जल्दी से जल्दी कुछ कीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H01_M2.wav,CF02,S1,H01,F,True,aapakei hindii pasanda karanei para khushii huii,आपके हिंदी पसंद करने पर खुशी हुई
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H02_M2.wav,CF02,S1,H02,F,True,isakei badalei mein tuma kuchha aura maanaga loo,इसके बदले में तुम कुछ और मांग लो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H03_M2.wav,CF02,S1,H03,F,True,chikitsaa kaa artha hootaa hai ilaaja,चिकित्सा का अर्थ होता है इलाज
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H04_M2.wav,CF02,S1,H04,F,True,isei aisei hii jaarii rakhein,इसे ऐसे ही जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H05_M2.wav,CF02,S1,H05,F,True,madada kei liyei bahuta dhanyavaada,मदद के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H06_M2.wav,CF02,S1,H06,F,True,aba joo main kahataa huuna usakaa paalana karoo,अब जो मैं कहता हूं उसका पालन करो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H07_M2.wav,CF02,S1,H07,F,True,bhaarata mein aisaa nahiin huaa,भारत में ऐसा नहीं हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H08_M2.wav,CF02,S1,H08,F,True,isa sahayooga heitu bhii bahuta dhanyavaada,इस सहयोग हेतु भी बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H09_M2.wav,CF02,S1,H09,F,True,para sanbhava naa hoo sakaa,पर संभव ना हो सका
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H10_M2.wav,CF02,S1,H10,F,True,meirii baatoon koo dhyaana diijiyei,मेरी बातों को ध्यान दीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H11_M2.wav,CF02,S1,H11,F,True,yahaan sei sangharshha kaa daura shuruu huaa,यहाँ से संघर्ष का दौर शुरू हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H12_M2.wav,CF02,S1,H12,F,True,doonoon mein badaa antara thaa,दोनों में बड़ा अंतर था
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H13_M2.wav,CF02,S1,H13,F,True,aapa sabhii kei sahayooga kei liyei bahuta dhanyavaada,आप सभी के सहयोग के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H14_M2.wav,CF02,S1,H14,F,True,bahuta sei looga aisaa kara rahei hai,बहुत से लोग ऐसा कर रहे है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H15_M2.wav,CF02,S1,H15,F,True,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,समय के साथ ही नहीं उससे आगे चला जाए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H16_M2.wav,CF02,S1,H16,F,True,main krikeita kheila koo kaaphii pasanda karataa huuna,मैं क्रिकेट खेल को काफी पसंद करता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H17_M2.wav,CF02,S1,H17,F,True,shaayada samajha aa gayaa hoo,शायद समझ आ गया हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H18_M2.wav,CF02,S1,H18,F,True,joo shaayada aapanei deikhaa naa hoo,जो शायद आपने देखा ना हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H19_M2.wav,CF02,S1,H19,F,True,main bhuula hii gayaa thaa isa baata koo,मैं भूला ही गया था इस बात को
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H20_M2.wav,CF02,S1,H20,F,True,magara vaha bhii nahiin huaa,मगर वह भी नहीं हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H21_M2.wav,CF02,S1,H21,F,True,dara kaa artha hootaa hai bhaya,दर का अर्थ होता है भय
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H22_M2.wav,CF02,S1,H22,F,True,eika baara phira sei aabhaara,एक बार फिर से आभार
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H23_M2.wav,CF02,S1,H23,F,True,naa naa jaanei kitanei looga isei padhtei hai,ना ना जाने कितने लोग इसे पढ़ते है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H24_M2.wav,CF02,S1,H24,F,True,abhii main shaanta hii huuna,अभी मैं शांत ही हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H25_M2.wav,CF02,S1,H25,F,True,svaagata kei liyei dhanyavaada,स्वागत के लिए धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H26_M2.wav,CF02,S1,H26,F,True,aapa apanaa yaha achchhaa kaarya jaarii rakhein,आप अपना यह अच्छा कार्य जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H27_M2.wav,CF02,S1,H27,F,True,main bhaarata mein rahataa huuna,मैं भारत में रहता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H28_M2.wav,CF02,S1,H28,F,True,kahaa jaataa hai ki unhoonnei kabhii jiivana mein jhuutha kaa sahaaraa nahiin liyaa,कहा जाता है कि उन्होंने कभी जीवन में झूठ का सहारा नहीं लिया
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H29_M2.wav,CF02,S1,H29,F,True,aapakaa sandeisha paakara achchhaa lagaa,आपका संदेश पाकर अच्छा लगा
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF02\CF02_S1_H30_M2.wav,CF02,S1,H30,F,True,jaldii sei jaldii kuchha kiijiei,जल्दी से जल्दी कुछ कीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H01_M2.wav,CF06,S1,H01,F,True,aapakei hindii pasanda karanei para khushii huii,आपके हिंदी पसंद करने पर खुशी हुई
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H02_M2.wav,CF06,S1,H02,F,True,isakei badalei mein tuma kuchha aura maanaga loo,इसके बदले में तुम कुछ और मांग लो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H03_M2.wav,CF06,S1,H03,F,True,chikitsaa kaa artha hootaa hai ilaaja,चिकित्सा का अर्थ होता है इलाज
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H04_M2.wav,CF06,S1,H04,F,True,isei aisei hii jaarii rakhein,इसे ऐसे ही जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H05_M2.wav,CF06,S1,H05,F,True,madada kei liyei bahuta dhanyavaada,मदद के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H06_M2.wav,CF06,S1,H06,F,True,aba joo main kahataa huuna usakaa paalana karoo,अब जो मैं कहता हूं उसका पालन करो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H07_M2.wav,CF06,S1,H07,F,True,bhaarata mein aisaa nahiin huaa hai,भारत में ऐसा नहीं हुआ है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H08_M2.wav,CF06,S1,H08,F,True,isa sahayooga heitu bhii bahuta dhanyavaada,इस सहयोग हेतु भी बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H09_M2.wav,CF06,S1,H09,F,True,para yaha sanbhava naa hoo sakaa,पर यह संभव ना हो सका
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H10_M2.wav,CF06,S1,H10,F,True,meirii baatoon ki oora dhyaana diijiyei,मेरी बातों कि और ध्यान दीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H11_M2.wav,CF06,S1,H11,F,True,yahaan sei sangharshha kaa daura shuruu huaa,यहाँ से संघर्ष का दौर शुरू हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H12_M2.wav,CF06,S1,H12,F,True,doonoon mein badaa antara thaa,दोनों में बड़ा अंतर था
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H13_M2.wav,CF06,S1,H13,F,True,aapa sabhii kei sahayooga kei liyei bahuta dhanyavaada,आप सभी के सहयोग के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H14_M2.wav,CF06,S1,H14,F,True,bahuta sei looga aisaa kara rahei hai,बहुत से लोग ऐसा कर रहे है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H15_M2.wav,CF06,S1,H15,F,True,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,समय के साथ ही नहीं उससे आगे चला जाए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H16_M2.wav,CF06,S1,H16,F,True,main krikeita kheila koo kaaphii pasanda karataa huuna,मैं क्रिकेट खेल को काफी पसंद करता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H17_M2.wav,CF06,S1,H17,F,True,shaayada samajha aa gayaa hoo,शायद समझ आ गया हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H18_M2.wav,CF06,S1,H18,F,True,joo shaayada aapanei deikhaa naa hoo,जो शायद आपने देखा ना हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H19_M2.wav,CF06,S1,H19,F,True,main bhuula hii gayaa thaa isa baata koo,मैं भूला ही गया था इस बात को
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H20_M2.wav,CF06,S1,H20,F,True,magara vaha bhii nahiin huaa,मगर वह भी नहीं हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H21_M2.wav,CF06,S1,H21,F,True,dara kaa artha hootaa hai bhaya,दर का अर्थ होता है भय
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H22_M2.wav,CF06,S1,H22,F,True,eika baara phira sei aabhaara,एक बार फिर से आभार
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H23_M2.wav,CF06,S1,H23,F,True,naa jaanei kitanei looga isei padhtei hai,ना जाने कितने लोग इसे पढ़ते है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H24_M2.wav,CF06,S1,H24,F,True,abhii main shaanta hii huuna,अभी मैं शांत ही हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H25_M2.wav,CF06,S1,H25,F,True,svaagata kei liyei dhanyavaada,स्वागत के लिए धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H26_M2.wav,CF06,S1,H26,F,True,aapa apanaa yaha achchhaa kaarya jaarii rakhein,आप अपना यह अच्छा कार्य जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H27_M2.wav,CF06,S1,H27,F,True,main bhaarata mein rahataa huuna,मैं भारत में रहता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H28_M2.wav,CF06,S1,H28,F,True,kahaa jaataa hai ki unhoonnei kabhii jiivana mein jhuutha kaa sahaaraa nahiin liyaa,कहा जाता है कि उन्होंने कभी जीवन में झूठ का सहारा नहीं लिया
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H29_M2.wav,CF06,S1,H29,F,True,aapakaa sandeisha paakara achchhaa lagaa,आपका संदेश पाकर अच्छा लगा
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CF06\CF06_S1_H30_M2.wav,CF06,S1,H30,F,True,jaldii sei jaldii kuchha kiijiei,जल्दी से जल्दी कुछ कीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H01_M2.wav,CM04,S1,H01,M,True,aapakei hindii pasanda karanei para khushii huii,आपके हिंदी पसंद करने पर खुशी हुई
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H02_M2.wav,CM04,S1,H02,M,True,isakei badalei mein tuma kuchha aura maanaga loo,इसके बदले में तुम कुछ और मांग लो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H03_M2.wav,CM04,S1,H03,M,True,chikitsaa kaa artha hootaa hai ilaaja,चिकित्सा का अर्थ होता है इलाज
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H04_M2.wav,CM04,S1,H04,M,True,isei aisei hii jaarii rakhein,इसे ऐसे ही जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H05_M2.wav,CM04,S1,H05,M,True,madada kei liyei bahuta dhanyavaada,मदद के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H06_M2.wav,CM04,S1,H06,M,True,aba joo main kahataa huuna usakaa paalana karoo,अब जो मैं कहता हूं उसका पालन करो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H07_M2.wav,CM04,S1,H07,M,True,bhaarata mein aisaa nahiin huaa hai,भारत में ऐसा नहीं हुआ है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H08_M2.wav,CM04,S1,H08,M,True,isa sahayooga heitu bhii bahuta dhanyavaada,इस सहयोग हेतु भी बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H09_M2.wav,CM04,S1,H09,M,True,para yaha sanbhava naa hoo sakaa,पर यह संभव ना हो सका
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H10_M2.wav,CM04,S1,H10,M,True,meirii baatoon ki oora dhyaana diijiyei,मेरी बातों कि और ध्यान दीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H11_M2.wav,CM04,S1,H11,M,True,yahaan sei sangharshha kaa daura shuruu huaa,यहाँ से संघर्ष का दौर शुरू हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H12_M2.wav,CM04,S1,H12,M,True,doonoon mein badaa antara thaa,दोनों में बड़ा अंतर था
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H13_M2.wav,CM04,S1,H13,M,True,aapa sabhii kei sahayooga kei liyei bahuta dhanyavaada,आप सभी के सहयोग के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H14_M2.wav,CM04,S1,H14,M,True,bahuta sei looga aisaa kara rahei hai,बहुत से लोग ऐसा कर रहे है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H15_M2.wav,CM04,S1,H15,M,True,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,समय के साथ ही नहीं उससे आगे चला जाए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H16_M2.wav,CM04,S1,H16,M,True,main krikeita kheila koo kaaphii pasanda karataa huuna,मैं क्रिकेट खेल को काफी पसंद करता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H17_M2.wav,CM04,S1,H17,M,True,shaayada samajha aa gayaa hoo,शायद समझ आ गया हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H18_M2.wav,CM04,S1,H18,M,True,joo shaayada aapanei deikhaa naa hoo,जो शायद आपने देखा ना हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H19_M2.wav,CM04,S1,H19,M,True,main bhuula hii gayaa thaa isa baata koo,मैं भूला ही गया था इस बात को
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H20_M2.wav,CM04,S1,H20,M,True,magara vaha bhii nahiin huaa,मगर वह भी नहीं हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H21_M2.wav,CM04,S1,H21,M,True,dara kaa artha hootaa hai bhaya,दर का अर्थ होता है भय
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H22_M2.wav,CM04,S1,H22,M,True,eika baara phira sei aabhaara,एक बार फिर से आभार
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H23_M2.wav,CM04,S1,H23,M,True,naa jaanei kitanei looga isei padhtei hai,ना जाने कितने लोग इसे पढ़ते है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H24_M2.wav,CM04,S1,H24,M,True,abhii main shaanta hii huuna,अभी मैं शांत ही हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H25_M2.wav,CM04,S1,H25,M,True,svaagata kei liyei dhanyavaada,स्वागत के लिए धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\CM04\CM04_S1_H26_M2.wav,CM04,S1,H26,M,True,aapa apanaa yaha achchhaa kaarya jaarii rakhein,आप अपना यह अच्छा कार्य जारी रखें
